order_id,customer_id,order_date,status,region_code
O0039,C0492,2024-12-11 15:58:09,SHIPPED,West
O0067,C0010,2024-12-13 00:33:19,PLACED,South
O0258,C0137,2024-12-13 10:45:25,RETURNED,North
O0379,C0168,2024-12-14 09:46:16,PLACED,North
O0135,C0294,2024-12-14 14:16:31,RETURNED,East
O0028,C0183,2024-12-17 02:37:57,PLACED,West
O0060,C0134,2024-12-17 09:48:03,RETURNED,South
O0131,C0202,2024-12-17 23:25:02,DELIVERED,East
O0492,C0103,2024-12-18 20:48:10,CANCELLED,West
O0138,C0290,2024-12-19 10:18:28,RETURNED,North
O0405,C0331,2024-12-22 08:05:06,SHIPPED,West
O0421,C0456,2024-12-22 14:43:34,CANCELLED,North
O0322,C0317,2024-12-22 18:14:19,SHIPPED,South
O0166,C0092,2024-12-23 09:06:08,RETURNED,South
O0491,C0433,2024-12-23 21:23:20,PLACED,West
O0325,C0277,2024-12-24 18:10:39,PLACED,West
O0336,C0148,2024-12-25 14:10:46,CANCELLED,South
O0447,C0224,2024-12-26 10:14:12,CANCELLED,South
O0276,C0284,2024-12-26 14:43:10,RETURNED,North
O0373,C0053,2024-12-30 01:06:15,SHIPPED,East
O0158,UNKNOWN,2025-01-01 10:57:08,SHIPPED,South
O0494,C0082,2025-01-05 17:04:45,PLACED,East
O0280,C0481,2025-01-05 20:58:38,RETURNED,South
O0236,C0190,2025-01-06 08:15:36,SHIPPED,West
O0383,C0017,2025-01-08 19:00:57,DELIVERED,South
O0314,C0460,2025-01-10 09:14:51,PLACED,North
O0400,C0281,2025-01-10 23:25:32,RETURNED,South
O0098,C0086,2025-01-11 18:46:19,DELIVERED,South
O0153,C0058,2025-01-11 20:03:49,RETURNED,South
O0449,C0118,2025-01-14 00:03:14,SHIPPED,West
O0202,C0201,2025-01-14 10:46:30,DELIVERED,West
O0251,C0357,2025-01-15 07:58:19,PLACED,West
O0361,C0103,2025-01-16 11:32:50,SHIPPED,East
O0474,C0447,2025-01-18 06:25:59,RETURNED,East
O0406,C0077,2025-01-22 23:45:25,DELIVERED,West
O0144,C0084,2025-01-24 06:59:12,PLACED,East
O0331,C0329,2025-01-26 19:59:25,DELIVERED,South
O0199,C0419,2025-01-29 18:10:18,CANCELLED,South
O0434,C0366,2025-02-04 05:41:09,DELIVERED,East
O0394,C0346,2025-02-06 10:58:49,DELIVERED,South
O0136,C0068,2025-02-07 22:30:14,RETURNED,South
O0219,C0280,2025-02-12 05:03:43,SHIPPED,West
O0365,C0051,2025-02-15 17:06:19,CANCELLED,East
O0297,C0297,2025-02-23 20:17:38,RETURNED,North
O0201,C0486,2025-02-25 03:58:51,RETURNED,East
O0466,C0347,2025-02-25 22:19:37,SHIPPED,West
O0310,C0390,2025-02-26 10:24:57,DELIVERED,West
O0495,C0317,2025-02-28 03:08:32,CANCELLED,East
O0367,C0264,2025-03-01 13:35:16,DELIVERED,North
O0287,C0037,2025-03-08 14:56:37,DELIVERED,West
O0282,C0286,2025-03-09 05:44:07,RETURNED,North
O0035,C0135,2025-03-10 08:33:25,RETURNED,East
O0225,C0434,2025-03-10 17:00:56,RETURNED,East
O0185,C0450,2025-03-11 12:16:38,DELIVERED,South
O0027,C0121,2025-03-15 08:24:41,SHIPPED,South
O0245,C0384,2025-03-15 20:10:59,RETURNED,East
O0077,C0203,2025-03-15 23:04:24,RETURNED,West
O0163,C0004,2025-03-18 18:40:35,RETURNED,South
O0073,C0227,2025-03-20 23:58:06,PLACED,South
O0155,C0047,2025-03-24 10:32:51,SHIPPED,North
O0248,C0146,2025-03-25 05:46:41,RETURNED,North
O0004,C0300,2025-03-27 08:15:43,CANCELLED,East
O0020,C0490,2025-03-31 18:19:58,RETURNED,East
O0408,C0015,2025-04-01 08:51:42,SHIPPED,North
O0124,C0385,2025-04-01 18:43:46,SHIPPED,North
O0345,C0445,2025-04-01 21:36:46,PLACED,East
O0232,C0289,2025-04-03 00:59:04,RETURNED,South
O0437,UNKNOWN,2025-04-05 07:19:19,SHIPPED,East
O0064,C0113,2025-04-06 01:37:56,SHIPPED,East
O0386,C0201,2025-04-06 16:45:34,CANCELLED,East
O0049,C0364,2025-04-10 20:47:23,DELIVERED,West
O0068,C0145,2025-04-12 03:18:03,PLACED,South
O0038,C0370,2025-04-13 07:20:01,CANCELLED,South
O0305,C0386,2025-04-13 21:02:55,SHIPPED,North
O0127,C0339,2025-04-14 11:51:48,PLACED,East
O0234,C0040,2025-04-21 07:55:30,DELIVERED,East
O0364,C0494,2025-04-25 05:00:08,RETURNED,North
O0176,C0354,2025-04-25 08:00:41,DELIVERED,East
O0055,C0378,2025-04-27 14:52:59,SHIPPED,South
O0285,C0187,2025-04-28 06:22:45,DELIVERED,West
O0461,C0207,2025-04-28 22:18:39,SHIPPED,North
O0151,C0397,2025-04-29 15:32:43,DELIVERED,North
O0122,C0420,2025-04-30 23:14:54,PLACED,East
O0321,C0498,2025-05-02 00:28:16,DELIVERED,West
O0340,C0196,2025-05-03 18:54:50,DELIVERED,East
O0233,C0337,2025-05-05 21:28:44,CANCELLED,North
O0500,C0081,2025-05-06 14:49:24,CANCELLED,North
O0216,C0437,2025-05-08 01:01:14,RETURNED,North
O0231,C0409,2025-05-08 09:16:41,RETURNED,East
O0396,C0025,2025-05-11 19:37:46,SHIPPED,North
O0075,C0327,2025-05-12 05:59:01,PLACED,South
O0214,C0163,2025-05-13 19:30:41,DELIVERED,West
O0106,C0416,2025-05-14 02:05:40,RETURNED,South
O0468,C0245,2025-05-14 04:09:32,DELIVERED,South
O0103,C0456,2025-05-15 22:59:14,SHIPPED,South
O0119,C0013,2025-05-19 04:54:38,RETURNED,West
O0426,C0322,2025-05-19 10:10:14,PLACED,South
O0271,C0026,2025-05-21 02:17:26,SHIPPED,North
O0417,C0189,2025-05-21 23:30:56,RETURNED,North
O0184,C0060,2025-05-22 10:11:56,DELIVERED,West
O0266,C0330,2025-05-22 16:56:28,CANCELLED,North
O0188,C0269,2025-05-24 10:39:58,PLACED,South
O0074,C0349,2025-05-26 10:30:38,PLACED,North
O0384,C0069,2025-05-26 12:54:51,PLACED,West
O0445,C0060,2025-05-27 00:21:22,CANCELLED,East
O0399,C0277,2025-05-27 06:01:58,DELIVERED,West
O0413,C0396,2025-05-27 10:44:14,CANCELLED,South
O0246,C0093,2025-05-27 18:41:10,PLACED,North
O0350,C0447,2025-05-30 09:42:36,DELIVERED,North
O0080,C0120,2025-05-31 19:04:38,DELIVERED,West
O0111,C0022,2025-06-02 18:24:23,DELIVERED,South
O0387,C0146,2025-06-04 00:59:04,PLACED,South
O0192,C0108,2025-06-04 06:03:01,DELIVERED,East
O0107,C0371,2025-06-08 16:19:00,RETURNED,North
O0288,C0347,2025-06-09 07:07:28,DELIVERED,South
O0319,C0403,2025-06-10 16:26:54,RETURNED,West
O0123,C0012,2025-06-15 06:21:29,SHIPPED,South
O0180,C0275,2025-06-19 15:35:10,CANCELLED,North
O0047,C0476,2025-06-21 14:06:22,RETURNED,West
O0196,C0457,2025-06-22 18:25:48,SHIPPED,North
O0262,C0492,2025-06-24 01:40:39,DELIVERED,South
O0352,C0211,2025-06-24 04:41:02,SHIPPED,South
O0381,C0278,2025-06-27 18:25:42,PLACED,West
O0215,C0469,2025-06-28 01:59:57,RETURNED,West
O0239,C0376,2025-06-29 00:43:34,PLACED,North
O0175,C0171,2025-07-04 19:09:08,SHIPPED,North
O0362,C0179,2025-07-06 04:35:38,RETURNED,South
O0024,C0212,2025-07-07 17:33:13,DELIVERED,South
O0182,C0170,2025-07-08 01:09:32,DELIVERED,North
O0172,C0320,2025-07-08 03:28:15,CANCELLED,West
O0496,C0402,2025-07-09 00:26:51,RETURNED,East
O0045,C0146,2025-07-09 10:35:04,CANCELLED,West
O0348,C0326,2025-07-10 00:31:19,RETURNED,North
O0105,C0236,2025-07-10 04:25:55,DELIVERED,South
O0389,C0177,2025-07-11 13:44:46,SHIPPED,South
O0093,C0032,2025-07-15 19:03:54,CANCELLED,East
O0419,C0359,2025-07-17 03:11:31,SHIPPED,West
O0355,C0354,2025-07-17 03:48:34,RETURNED,East
O0050,C0481,2025-07-17 20:07:02,CANCELLED,West
O0463,C0050,2025-07-22 17:24:48,CANCELLED,West
O0078,C0080,2025-07-26 02:00:22,CANCELLED,North
O0311,C0033,2025-07-27 11:19:03,RETURNED,North
O0101,C0110,2025-07-30 18:46:54,DELIVERED,East
O0021,C0495,2025-08-01 19:15:09,SHIPPED,East
O0168,C0460,2025-08-03 01:12:43,RETURNED,North
O0459,C0309,2025-08-05 02:07:04,SHIPPED,South
O0442,C0318,2025-08-05 09:45:44,DELIVERED,South
O0023,C0035,2025-08-06 21:49:09,SHIPPED,South
O0382,C0061,2025-08-07 15:08:11,CANCELLED,West
O0263,C0021,2025-08-08 05:42:09,CANCELLED,North
O0224,C0231,2025-08-08 11:41:04,CANCELLED,North
O0011,C0371,2025-08-08 13:20:07,RETURNED,East
O0128,C0333,2025-08-10 07:09:53,RETURNED,North
O0253,C0196,2025-08-12 10:51:35,DELIVERED,East
O0241,C0362,2025-08-14 16:01:39,RETURNED,West
O0213,C0150,2025-08-14 21:09:38,SHIPPED,South
O0472,C0432,2025-08-17 00:23:46,DELIVERED,East
O0420,C0466,2025-08-17 08:03:07,SHIPPED,East
O0112,C0345,2025-08-17 14:58:21,RETURNED,North
O0113,C0149,2025-08-18 04:08:14,PLACED,West
O0102,C0230,2025-08-20 22:45:19,DELIVERED,North
O0005,C0349,2025-08-21 06:09:52,RETURNED,West
O0053,UNKNOWN,2025-08-21 17:49:33,PLACED,North
O0460,C0444,2025-08-23 01:59:44,SHIPPED,South
O0015,C0142,2025-08-24 11:36:19,CANCELLED,South
O0261,C0156,2025-08-25 00:45:28,PLACED,East
O0008,C0261,2025-08-25 11:04:13,RETURNED,North
O0374,C0433,2025-08-28 03:13:04,CANCELLED,West
O0376,C0309,2025-08-29 16:23:22,SHIPPED,West
O0289,C0378,2025-09-06 06:01:42,SHIPPED,North
O0238,C0386,2025-09-06 12:41:56,CANCELLED,South
O0220,C0185,2025-09-11 04:21:54,SHIPPED,South
O0487,C0332,2025-09-11 15:58:55,RETURNED,East
O0293,C0235,2025-09-12 04:58:53,SHIPPED,East
O0392,C0462,2025-09-15 08:27:20,CANCELLED,North
O0407,C0224,2025-09-16 22:18:07,SHIPPED,South
O0118,C0212,2025-09-17 12:02:50,DELIVERED,East
O0036,C0256,2025-09-18 06:24:48,DELIVERED,East
O0273,C0104,2025-09-20 11:01:50,CANCELLED,East
O0252,C0142,2025-09-21 10:31:23,PLACED,East
O0334,C0367,2025-09-21 12:12:22,PLACED,East
O0446,C0475,2025-09-24 09:02:57,DELIVERED,East
O0062,C0393,2025-09-24 09:24:47,PLACED,East
O0117,C0137,2025-09-24 10:31:24,RETURNED,North
O0255,C0277,2025-09-25 06:41:58,PLACED,West
O0462,C0411,2025-09-26 10:02:19,RETURNED,South
O0109,C0419,2025-09-28 13:54:48,PLACED,South
O0475,C0055,2025-09-28 18:12:15,CANCELLED,North
O0395,C0187,2025-09-30 06:05:38,PLACED,South
O0366,C0095,2025-10-04 02:39:21,DELIVERED,West
O0099,C0308,2025-10-07 11:34:33,RETURNED,East
O0370,C0431,2025-10-08 06:58:19,DELIVERED,West
O0210,C0050,2025-10-09 05:09:45,CANCELLED,North
O0335,C0158,2025-10-10 19:10:29,CANCELLED,West
O0242,UNKNOWN,2025-10-13 12:39:24,RETURNED,North
O0482,C0441,2025-10-14 20:03:20,DELIVERED,West
O0156,C0362,2025-10-14 21:50:03,RETURNED,West
O0154,C0166,2025-10-14 23:39:19,RETURNED,South
O0037,C0144,2025-10-15 05:17:52,RETURNED,South
O0018,C0100,2025-10-19 13:27:21,DELIVERED,South
O0498,C0225,2025-10-22 02:47:13,RETURNED,North
O0438,C0332,2025-10-23 01:52:11,SHIPPED,East
O0189,C0019,2025-10-24 12:51:35,RETURNED,North
O0456,C0042,2025-10-25 16:13:09,DELIVERED,North
O0431,C0499,2025-10-27 05:58:01,SHIPPED,North
O0339,C0285,2025-10-27 19:25:31,SHIPPED,South
O0341,C0379,2025-10-28 06:55:22,PLACED,South
O0307,C0188,2025-10-30 21:17:25,DELIVERED,South
O0444,C0450,2025-11-02 03:33:04,RETURNED,West
O0230,C0263,2025-11-03 19:38:44,CANCELLED,East
O0143,C0310,2025-11-03 22:23:54,CANCELLED,West
O0203,C0034,2025-11-09 02:51:30,CANCELLED,South
O0416,C0217,2025-11-09 07:43:03,SHIPPED,East
O0279,C0414,2025-11-10 03:22:06,DELIVERED,West
O0240,C0205,2025-11-10 09:43:14,RETURNED,South
O0371,C0036,2025-11-10 12:07:35,CANCELLED,North
O0042,C0131,2025-11-10 21:40:51,DELIVERED,East
O0329,C0375,2025-11-13 00:12:27,RETURNED,North
O0299,C0202,2025-11-13 02:18:58,SHIPPED,North
O0479,C0108,2025-11-15 22:21:50,SHIPPED,West
O0187,C0013,2025-11-17 16:57:17,DELIVERED,West
O0358,UNKNOWN,2025-11-18 14:26:58,PLACED,North
O0264,C0184,2025-11-21 01:50:17,CANCELLED,South
O0377,C0129,2025-11-24 16:51:12,SHIPPED,North
O0259,C0482,2025-11-25 16:09:24,PLACED,South
O0254,C0036,2025-11-26 06:03:16,SHIPPED,West
O0422,C0042,2025-11-26 15:54:00,DELIVERED,West
O0380,C0267,2025-11-27 15:42:56,CANCELLED,West
O0069,C0008,2025-11-28 06:39:21,DELIVERED,West
O0450,C0459,2025-11-29 00:14:00,RETURNED,West
O0257,UNKNOWN,2025-12-02 04:10:04,PLACED,North
O0161,UNKNOWN,2025-12-02 16:54:12,PLACED,West
O0454,C0127,2025-12-03 02:10:54,PLACED,East
O0132,C0121,2025-12-06 08:47:33,DELIVERED,West
O0032,C0017,2025-12-07 11:23:33,SHIPPED,West
O0499,C0022,2025-12-12 02:35:10,PLACED,South
O0489,C0119,2025-12-12 06:44:50,DELIVERED,West
O0327,C0280,2025-12-12 10:48:35,DELIVERED,West
O0452,C0087,2025-12-13 08:40:49,RETURNED,South
O0157,C0500,2025-12-16 21:01:59,CANCELLED,West
O0485,C0249,2025-12-18 20:16:02,CANCELLED,South
O0013,C0337,2025-12-23 09:09:41,RETURNED,South
O0033,C0358,2025-12-23 15:29:56,PLACED,North
O0095,C0111,2025-12-24 02:17:03,SHIPPED,West
O0318,C0119,2025-12-25 22:13:12,RETURNED,East
O0191,C0053,2025-12-26 22:44:28,PLACED,East
O0295,C0439,2025-12-27 16:33:36,SHIPPED,West
O0228,C0041,2025-12-28 20:57:37,CANCELLED,North
O0467,C0332,2025-12-30 01:48:20,CANCELLED,North
O0065,C0381,2026-01-06 08:32:09,PLACED,South
O0061,C0241,2026-01-08 23:03:04,CANCELLED,West
O0480,C0440,2026-01-13 05:41:57,CANCELLED,South
O0332,UNKNOWN,2026-01-13 14:58:01,PLACED,West
O0309,C0123,2026-01-14 02:52:58,RETURNED,South
O0059,C0247,2026-01-14 07:01:04,CANCELLED,East
O0283,C0442,2026-01-14 17:13:38,SHIPPED,East
O0385,C0351,2026-01-14 19:34:54,RETURNED,South
O0057,C0446,2026-01-15 08:39:59,SHIPPED,South
O0029,C0392,2026-01-16 00:17:13,DELIVERED,East
O0085,C0135,2026-01-16 12:06:52,RETURNED,West
O0083,C0096,2026-01-18 11:24:23,CANCELLED,East
O0424,C0309,2026-01-22 10:38:44,PLACED,North
O0114,C0026,2026-01-23 13:16:56,CANCELLED,West
O0084,C0307,2026-01-29 04:35:10,SHIPPED,West
O0006,C0287,2026-01-30 16:21:41,DELIVERED,East
O0493,C0108,2026-02-01 00:27:40,DELIVERED,East
O0043,C0287,2026-02-01 08:07:53,CANCELLED,North
O0019,C0055,2026-02-03 01:23:01,DELIVERED,North
O0353,C0408,2026-02-03 21:04:57,RETURNED,North
O0217,UNKNOWN,2026-02-04 11:49:40,DELIVERED,North
O0063,C0452,2026-02-05 14:39:46,SHIPPED,West
O0116,C0101,2026-02-05 21:10:33,RETURNED,South
O0324,C0106,2026-02-06 00:00:40,DELIVERED,South
O0181,C0154,2026-02-09 10:14:07,PLACED,South
O0208,C0223,2026-02-11 11:12:26,SHIPPED,South
O0041,C0288,2026-02-12 00:29:07,SHIPPED,North
O0469,C0152,2026-02-13 00:29:09,PLACED,North
O0430,C0453,2026-02-15 06:55:17,PLACED,South
O0393,C0194,2026-02-15 12:57:31,PLACED,West
O0302,C0440,2026-02-15 19:59:55,CANCELLED,West
O0148,C0481,2026-02-16 20:22:05,PLACED,North
O0328,C0497,2026-02-18 04:06:12,CANCELLED,East
O0026,C0112,2026-02-18 08:32:42,SHIPPED,West
O0030,C0452,2026-02-19 08:45:03,RETURNED,East
O0274,C0351,2026-02-20 18:37:24,SHIPPED,North
O0031,C0385,2026-02-21 03:25:03,CANCELLED,West
O0165,C0342,2026-02-22 20:42:47,PLACED,North
O0167,C0384,2026-02-23 11:51:44,PLACED,East
O0484,C0378,2026-02-23 20:26:31,DELIVERED,North
O0229,C0277,2026-02-24 10:07:33,DELIVERED,North
O0034,C0195,2026-02-25 02:24:59,RETURNED,East
O0412,C0425,2026-02-25 17:52:20,PLACED,South
O0212,C0072,2026-02-25 21:54:33,SHIPPED,South
O0375,C0366,2026-02-26 20:21:44,CANCELLED,East
O0017,C0287,2026-02-27 11:25:19,DELIVERED,South
O0388,C0179,2026-02-27 23:43:39,DELIVERED,West
O0415,C0442,2026-03-06 00:47:04,DELIVERED,North
O0338,C0492,2026-03-07 12:25:47,CANCELLED,East
O0218,C0360,2026-03-07 13:06:11,CANCELLED,West
O0206,C0206,2026-03-07 13:48:04,SHIPPED,South
O0390,C0160,2026-03-09 01:50:27,PLACED,East
O0359,C0263,2026-03-10 00:54:22,DELIVERED,North
O0211,C0351,2026-03-13 12:32:38,PLACED,North
O0198,C0361,2026-03-13 20:19:47,CANCELLED,East
O0129,C0249,2026-03-14 18:06:06,SHIPPED,West
O0001,C0146,2026-03-15 18:32:41,SHIPPED,North
O0432,C0220,2026-03-17 08:13:13,DELIVERED,South
O0464,C0289,2026-03-17 14:09:06,CANCELLED,East
O0110,C0435,2026-03-18 23:09:52,CANCELLED,North
O0333,C0163,2026-03-20 20:46:42,PLACED,East
O0223,C0357,2026-03-21 14:14:51,CANCELLED,West
O0204,C0179,2026-03-21 19:40:18,PLACED,West
O0171,C0353,2026-03-22 09:12:16,DELIVERED,East
O0044,C0348,2026-03-23 05:59:31,RETURNED,South
O0173,C0093,2026-03-27 07:13:17,SHIPPED,North
O0141,C0014,2026-03-29 21:12:38,RETURNED,South
O0088,C0079,2026-03-30 09:03:24,DELIVERED,North
O0046,C0196,2026-03-31 09:10:49,SHIPPED,South
O0094,C0030,2026-04-03 08:25:34,PLACED,East
O0477,C0417,2026-04-03 11:52:55,CANCELLED,East
O0146,C0225,2026-04-03 16:35:11,CANCELLED,South
O0330,C0206,2026-04-04 06:46:17,PLACED,East
O0270,C0471,2026-04-05 00:24:57,SHIPPED,North
O0194,UNKNOWN,2026-04-09 19:07:25,SHIPPED,East
O0091,C0270,2026-04-10 20:14:25,DELIVERED,South
O0079,C0174,2026-04-12 00:56:05,SHIPPED,North
O0174,C0239,2026-04-12 03:02:30,SHIPPED,West
O0402,C0373,2026-04-13 00:55:42,DELIVERED,West
O0183,C0193,2026-04-13 18:12:02,RETURNED,West
O0304,C0001,2026-04-14 01:19:20,DELIVERED,North
O0349,C0393,2026-04-15 05:25:12,RETURNED,South
O0150,C0265,2026-04-17 00:32:35,CANCELLED,West
O0465,C0223,2026-04-17 14:15:32,RETURNED,East
O0425,C0095,2026-04-17 14:53:31,SHIPPED,North
O0040,C0458,2026-04-17 17:34:19,DELIVERED,West
O0058,C0234,2026-04-18 21:53:56,CANCELLED,East
O0277,C0406,2026-04-19 21:02:47,SHIPPED,North
O0100,C0212,2026-04-20 14:25:32,DELIVERED,South
O0076,C0121,2026-04-20 14:33:20,SHIPPED,East
O0009,C0494,2026-04-22 22:56:27,SHIPPED,West
O0140,C0382,2026-04-24 08:43:01,SHIPPED,North
O0243,C0273,2026-04-24 11:37:50,CANCELLED,East
O0066,C0057,2026-04-24 15:19:36,DELIVERED,West
O0097,C0393,2026-04-25 19:44:25,CANCELLED,West
O0294,C0405,2026-04-25 21:00:48,RETURNED,South
O0342,C0490,2026-04-27 21:55:29,DELIVERED,West
O0458,C0025,2026-05-01 09:03:01,PLACED,North
O0317,C0378,2026-05-01 23:31:49,PLACED,North
O0221,UNKNOWN,2026-05-04 23:19:12,CANCELLED,West
O0427,C0366,2026-05-06 03:29:05,CANCELLED,East
O0268,C0414,2026-05-11 17:47:40,RETURNED,South
O0476,UNKNOWN,2026-05-13 16:07:11,CANCELLED,West
O0457,C0023,2026-05-13 21:24:28,DELIVERED,South
O0134,C0202,2026-05-14 03:44:45,CANCELLED,South
O0249,C0305,2026-05-14 06:38:33,PLACED,North
O0096,C0270,2026-05-14 07:48:19,SHIPPED,West
O0448,C0473,2026-05-15 21:55:41,PLACED,South
O0372,C0268,2026-05-16 01:50:35,CANCELLED,West
O0087,C0033,2026-05-16 18:22:16,SHIPPED,West
O0162,C0302,2026-05-17 16:04:06,CANCELLED,North
O0401,C0110,2026-05-18 15:45:43,RETURNED,West
O0056,UNKNOWN,2026-05-21 11:44:25,DELIVERED,West
O0125,C0464,2026-05-21 17:55:42,SHIPPED,North
O0473,C0233,2026-05-28 15:07:49,DELIVERED,East
O0441,C0311,2026-05-28 20:31:45,PLACED,North
O0145,C0114,2026-05-29 06:07:59,PLACED,South
