product_id,product_name,category,subcategory,cost_price
P0178,Levis Sweater,Clothing,Women,15126.45
P0179,Godrej Table,Home,Kitchen,21113.01
P0180,Milton Chair,Home,Lighting,36072.88
P0181,Cello Lamp,Home,Kitchen,6860.93
P0182,Sony Camera,Electronics,Camera,16544.13
P0183,OReilly Novel,Books,Science,30200.24
P0184,Puma Shoes,Clothing,Women,48439.39
P0185,Packt Biography,Books,Education,16361.72
P0186,McGraw Novel,Books,Programming,10070.02
P0187,Zara Sweater,Clothing,Men,23134.95
P0188,Puma Shoes,Clothing,Men,39803.28
P0189,Prestige Curtain,Home,Kitchen,12176.86
P0190,Levis Sweater,Clothing,Winter,24013.81
P0191,Cello Lamp,Home,Decor,39556.97
P0192,OReilly Biography,Books,Education,4340.6
P0193,H&M Sweater,Clothing,Kids,30672.63
P0194,   Prestige Fan   ,Home,Furniture,11177.85
P0195,Puma Shoes,Clothing,Winter,34009.82
P0196,Nike Jacket,Clothing,Winter,20857.17
P0197,Dell Phone,Electronics,Monitor,22821.1
P0198,Levis T-Shirt,Clothing,Kids,21964.48
P0199,GODREJ FAN,Home,Lighting,1227.0
P0200,Oxford Biography,Books,Science,37050.43
P0201,Adidas T-Shirt,Clothing,Kids,47927.28
P0202,H&M Shoes,Clothing,Women,32899.66
P0203,Cello Chair,Home,Kitchen,21534.69
P0204,HP Mouse,Electronics,Mouse,40455.62
P0205,Dell Phone,Electronics,Monitor,22931.77
P0206,Packt Biography,Books,Education,15738.87
P0207,Prestige Lamp,Home,Appliances,17664.05
P0208,Ikea Lamp,Home,Lighting,29549.4
P0209,Nike Jacket,Clothing,Women,9233.92
P0210,Levis T-Shirt,Clothing,Winter,28782.82
P0211,Prestige Table,Home,Appliances,32298.48
P0212,Adidas T-Shirt,Clothing,Winter,9436.22
P0213,Godrej Lamp,Home,Lighting,24281.99
P0214,Zara Shoes,Clothing,Sports,20515.8
P0215,Prestige Sofa,Home,Decor,28313.35
P0216,Nike Jacket,Clothing,Kids,14504.65
P0217,Prestige Lamp,Home,Appliances,28678.43
P0218,McGraw Mathematics,Books,Education,2176.37
P0219,Ikea Lamp,Home,Decor,41520.53
P0220,Nike Jacket,Clothing,Winter,43123.76
P0221,Apple Speaker,Electronics,Keyboard,36906.89
P0222,OReilly Biography,Books,Novel,7047.82
P0223,Nike Jeans,Clothing,Sports,14126.14
P0224,H&M Jacket,Clothing,Kids,13440.42
P0225,Boat Tablet,Electronics,Laptop,43365.67
P0226,Adidas Sweater,Clothing,Women,16172.63
P0227,Levis Sweater,Clothing,Winter,31656.86
P0228,Prestige Sofa,Home,Furniture,44018.24
P0229,Lenovo Camera,Electronics,Monitor,24453.42
P0230,LG Phone,Electronics,Monitor,39804.33
P0231,Prestige Table,Home,Kitchen,16210.97
P0232,OReilly Science,Books,Education,42635.89
P0233,Oxford Biography,Books,Programming,912.44
P0234,Levis Shoes,Clothing,Men,21447.19
P0235,Puma Sweater,Clothing,Women,43842.09
P0236,Lenovo Monitor,Electronics,Phone,45199.63
P0237,Levis Shirt,Clothing,Kids,37786.08
P0238,Godrej Curtain,Home,Furniture,3989.14
P0239,   H&M T-Shirt   ,Clothing,Winter,40873.74
P0240,Ikea Curtain,Home,Decor,4557.62
P0241,Sony Phone,Electronics,Monitor,6942.75
P0242,H&M Sweater,Clothing,Women,522.89
P0243,Puma Shoes,Clothing,Women,7653.57
P0244,PRESTIGE LAMP,Home,Kitchen,7086.66
P0245,Sony Camera,Electronics,Camera,7077.53
P0246,Oxford Biography,Books,Science,30040.39
P0247,Oxford Biography,Books,History,30385.65
P0248,Levis Sweater,Clothing,Kids,39211.7
P0249,Levis Shoes,Clothing,Men,31940.31
P0250,Sony Laptop,Electronics,Monitor,43054.62
P0251,Cello Fan,Home,Kitchen,47727.2
P0252,Apple Laptop,Electronics,Laptop,2087.36
P0253,Lenovo Camera,Electronics,Camera,20173.64
P0254,nike jacket,Clothing,Kids,48718.24
P0255,Puma T-Shirt,Clothing,Winter,38184.88
P0256,BOAT KEYBOARD,Electronics,Keyboard,46238.92
P0257,Samsung Speaker,Electronics,Mouse,32936.81
P0258,Nike Shirt,Clothing,Women,8275.25
P0259,OReilly Mathematics,Books,History,6433.84
P0260,Oxford Biography,Books,Programming,21523.3
P0261,Apple Keyboard,Electronics,Speaker,18070.18
P0262,Ikea Lamp,Home,Lighting,38689.11
P0263,Samsung Mouse,Electronics,Laptop,713.17
P0264,Sony Speaker,Electronics,Camera,9030.15
P0265,HP Camera,Electronics,Monitor,45801.15
P0266,Oxford Science,Books,Education,25151.84
P0267,HP Tablet,Electronics,Laptop,3539.43
P0268,Milton Fan,Home,Lighting,497.66
P0269,Zara Jacket,Clothing,Kids,12204.94
P0270,Packt Mathematics,Books,Science,27373.31
P0271,Nike Jeans,Clothing,Winter,17386.54
P0272,Samsung Monitor,Electronics,Camera,36388.03
P0273,HP Mouse,Electronics,Camera,3088.76
P0274,puma sweater,Clothing,Men,44874.64
P0275,Milton Curtain,Home,Decor,4336.63
P0276,Boat Tablet,Electronics,Phone,3207.91
P0277,Puma Jeans,Clothing,Kids,46309.49
P0278,Milton Curtain,Home,Lighting,11757.2
P0279,Zara Jeans,Clothing,Men,8302.31
P0280,Prestige Fan,Home,Furniture,48235.27
P0281,Puma Shoes,Clothing,Winter,6083.69
P0282,   Puma Sweater   ,Clothing,Sports,7501.36
P0283,   Levis Jacket   ,Clothing,Sports,13082.32
P0284,Levis Shirt,Clothing,Winter,27551.03
P0285,Apple Speaker,Electronics,Tablet,3177.29
P0286,Adidas Jeans,Clothing,Winter,31551.85
P0287,Apple Keyboard,Electronics,Laptop,9967.74
P0288,Godrej Table,Home,Lighting,47119.8
P0289,Boat Tablet,Electronics,Camera,19198.2
P0290,Milton Table,Home,Kitchen,13821.59
P0291,Godrej Table,Home,Appliances,12364.66
P0292,Packt Novel,Books,Education,4477.31
P0293,Prestige Table,Home,Kitchen,39880.18
P0294,Zara Sweater,Clothing,Men,39117.6
P0295,OReilly Novel,Books,Novel,28325.99
P0296,McGraw Novel,Books,Science,11029.11
P0297,Packt Programming,Books,Education,29241.05
P0298,Nike Jeans,Clothing,Women,13399.7
P0299,Boat Mouse,Electronics,Monitor,49577.94
P0300,Adidas Jeans,Clothing,Sports,36931.44
P0301,Oxford Mathematics,Books,History,28223.96
P0302,Zara Shoes,Clothing,Kids,1994.39
P0303,HP Mouse,Electronics,Laptop,134.11
P0304,Puma Jeans,Clothing,Women,42229.78
P0305,Oxford Programming,Books,Science,45869.48
P0306,Apple Monitor,Electronics,Monitor,33140.76
P0307,Lenovo Monitor,Electronics,Monitor,7959.44
P0308,Prestige Curtain,Home,Lighting,48440.27
P0309,OReilly History,Books,Science,36726.35
P0310,Pearson History,Books,Programming,47440.04
P0311,Godrej Lamp,Home,Kitchen,46059.81
P0312,Zara Sweater,Clothing,Men,7118.1
P0313,Sony Mouse,Electronics,Monitor,44277.48
P0314,LG Monitor,Electronics,Laptop,12552.09
P0315,Lenovo Monitor,Electronics,Phone,2502.56
P0316,Prestige Curtain,Home,Kitchen,24704.79
P0317,Cello Fan,Home,Decor,24026.51
P0318,Levis Jeans,Clothing,Men,1767.3
P0319,lenovo monitor,Electronics,Phone,44407.77
P0320,Nike Sweater,Clothing,Sports,48904.27
P0321,OReilly Mathematics,Books,Novel,21623.03
P0322,   Levis T-Shirt   ,Clothing,Women,10356.97
P0323,H&M Shoes,Clothing,Sports,36525.7
P0324,McGraw Biography,Books,History,2576.81
P0325,GODREJ TABLE,Home,Lighting,14798.02
P0326,Godrej Table,Home,Furniture,31945.71
P0327,Apple Speaker,Electronics,Mouse,23600.13
P0328,OReilly Programming,Books,Novel,44286.09
P0329,Packt History,Books,Programming,23306.39
P0330,Zara Jacket,Clothing,Men,34853.9
P0331,Sony Phone,Electronics,Camera,29527.35
P0332,Boat Camera,Electronics,Speaker,11858.54
P0333,Packt Programming,Books,Programming,45032.71
P0334,Levis Shirt,Clothing,Women,8441.52
P0335,Adidas Jeans,Clothing,Men,49415.17
P0336,Ikea Table,Home,Appliances,45549.14
P0337,Boat Phone,Electronics,Camera,42845.55
P0338,Cello Chair,Home,Appliances,21037.73
P0339,Ikea Table,Home,Appliances,37943.03
P0340,Apple Phone,Electronics,Mouse,44018.78
P0341,Prestige Fan,Home,Decor,23705.03
P0342,Levis Jacket,Clothing,Women,34072.56
P0343,Prestige Chair,Home,Lighting,2559.62
P0344,Milton Fan,Home,Furniture,39703.24
P0345,Packt Science,Books,Programming,11475.07
P0346,Packt Biography,Books,History,20896.96
P0347,LG Mouse,Electronics,Keyboard,20417.8
P0348,Milton Lamp,Home,Furniture,8032.72
P0349,OReilly Biography,Books,Novel,42579.64
P0350,HP Tablet,Electronics,Keyboard,12549.56
P0351,Milton Chair,Home,Kitchen,41192.96
P0352,Godrej Curtain,Home,Furniture,24490.46
P0353,Prestige Table,Home,Appliances,17278.03
P0354,OXFORD BIOGRAPHY,Books,History,8229.08
P0355,H&M Jeans,Clothing,Women,13527.27
P0356,Godrej Lamp,Home,Furniture,6702.47
P0357,Nike T-Shirt,Clothing,Women,40273.77
P0358,McGraw Biography,Books,Novel,42594.15
P0359,Ikea Fan,Home,Decor,26079.83
P0360,Godrej Lamp,Home,Furniture,33151.54
P0361,OReilly Mathematics,Books,Education,34252.22
P0362,Milton Chair,Home,Lighting,43088.43
P0363,McGraw Biography,Books,Science,38297.17
P0364,Sony Camera,Electronics,Tablet,32804.49
P0365,Packt Science,Books,Novel,1862.42
P0366,H&M Jacket,Clothing,Women,31951.85
P0367,Milton Curtain,Home,Appliances,8582.33
P0368,Nike Jacket,Clothing,Winter,13006.73
P0369,Puma Sweater,Clothing,Men,11244.06
P0370,McGraw Novel,Books,History,14773.15
P0371,Samsung Speaker,Electronics,Phone,9807.74
P0372,lenovo camera,Electronics,Camera,6954.53
P0373,Levis Jacket,Clothing,Sports,49333.8
P0374,H&M Jacket,Clothing,Women,24430.28
P0375,   H&M Jacket   ,Clothing,Men,10548.18
P0376,Adidas T-Shirt,Clothing,Winter,39009.65
P0377,Levis T-Shirt,Clothing,Winter,48269.86
P0378,Godrej Chair,Home,Appliances,18717.76
P0379,HP Monitor,Electronics,Laptop,31371.68
P0380,H&M Jeans,Clothing,Kids,5225.14
P0381,Oxford History,Books,Programming,14612.31
P0382,Pearson Novel,Books,History,24559.92
P0383,Levis Jeans,Clothing,Men,36385.72
P0384,H&M Jeans,Clothing,Men,8532.34
P0385,Oxford Biography,Books,Novel,12863.88
P0386,APPLE LAPTOP,Electronics,Laptop,20897.1
P0387,Cello Chair,Home,Lighting,7741.04
P0388,Boat Keyboard,Electronics,Phone,13571.86
P0389,Nike Shoes,Clothing,Sports,5974.95
P0390,LG Phone,Electronics,Keyboard,38920.15
P0391,H&M Jacket,Clothing,Winter,2066.34
P0392,Prestige Table,Home,Lighting,736.2
P0393,LG Phone,Electronics,Tablet,38998.36
P0394,Lenovo Phone,Electronics,Keyboard,48866.82
P0395,Oxford Novel,Books,Programming,43719.61
P0396,McGraw Science,Books,Novel,4840.42
P0397,Dell Laptop,Electronics,Tablet,44736.93
P0398,Oxford Biography,Books,History,9225.18
P0399,Prestige Sofa,Home,Lighting,34526.13
P0400,Ikea Sofa,Home,Furniture,36347.91
P0401,Levis Shirt,Clothing,Sports,28490.28
P0402,Cello Table,Home,Decor,30606.79
P0403,Levis Shoes,Clothing,Men,22090.33
P0404,Sony Keyboard,Electronics,Laptop,33928.65
P0405,Puma Sweater,Clothing,Sports,35058.95
P0406,HP Camera,Electronics,Speaker,33847.15
P0407,cello table,Home,Appliances,25327.82
P0408,Ikea Sofa,Home,Furniture,16099.63
P0409,Oxford Science,Books,Education,32201.53
P0410,Godrej Table,Home,Decor,28694.44
P0411,LG Speaker,Electronics,Monitor,24918.93
P0412,Boat Phone,Electronics,Camera,108.47
P0413,HP Keyboard,Electronics,Speaker,18230.79
P0414,LG Mouse,Electronics,Monitor,31025.92
P0415,Milton Curtain,Home,Decor,37990.07
P0416,Puma Shirt,Clothing,Kids,48225.24
P0417,OReilly Mathematics,Books,History,2384.33
P0418,Adidas Shoes,Clothing,Winter,30581.5
P0419,Levis Shirt,Clothing,Women,39092.88
P0420,Packt Programming,Books,Programming,41889.57
P0421,LG Speaker,Electronics,Tablet,316.45
P0422,LG Camera,Electronics,Tablet,8765.15
P0423,Levis Shirt,Clothing,Sports,16160.0
P0424,Cello Sofa,Home,Kitchen,48183.32
P0425,Pearson Novel,Books,Science,35030.71
P0426,OReilly Biography,Books,History,46782.05
P0427,Adidas Jeans,Clothing,Sports,34361.9
P0428,H&M Sweater,Clothing,Women,34746.17
P0429,Oxford Biography,Books,History,29182.03
P0430,Cello Curtain,Home,Lighting,21177.08
P0431,Samsung Phone,Electronics,Camera,33545.68
P0432,Adidas Jacket,Clothing,Kids,7406.78
P0433,HP Keyboard,Electronics,Laptop,22684.47
P0434,H&M Sweater,Clothing,Sports,25595.02
P0435,Oxford Biography,Books,Novel,47839.43
P0436,Oxford Mathematics,Books,Programming,10234.05
P0437,Milton Table,Home,Appliances,30209.01
P0438,Levis Jacket,Clothing,Women,3816.0
P0439,Zara Sweater,Clothing,Men,21482.54
P0440,Pearson History,Books,Education,381.69
P0441,Ikea Curtain,Home,Furniture,16199.24
P0442,   LG Keyboard   ,Electronics,Monitor,26317.21
P0443,Nike T-Shirt,Clothing,Sports,27199.7
P0444,Milton Chair,Home,Kitchen,33200.39
P0445,McGraw Science,Books,Science,30952.2
P0446,Godrej Lamp,Home,Furniture,22338.8
P0447,H&M Shirt,Clothing,Kids,39830.71
P0448,Lenovo Camera,Electronics,Mouse,41123.24
P0449,OReilly Mathematics,Books,Novel,14892.06
P0450,Zara Jacket,Clothing,Men,8453.0
P0451,HP Phone,Electronics,Keyboard,21268.05
P0452,Boat Mouse,Electronics,Phone,7772.35
P0453,MILTON CURTAIN,Home,Furniture,8981.81
P0454,Oxford Mathematics,Books,Education,45558.23
P0455,Prestige Sofa,Home,Decor,942.86
P0456,Apple Laptop,Electronics,Laptop,3722.21
P0457,Lenovo Keyboard,Electronics,Phone,46341.87
P0458,Godrej Sofa,Home,Decor,11071.3
P0459,Milton Lamp,Home,Kitchen,44360.21
P0460,OReilly Programming,Books,Education,2184.48
P0461,Cello Lamp,Home,Furniture,37440.0
P0462,Packt History,Books,Education,9281.24
P0463,Oxford History,Books,Science,28407.9
P0464,Apple Speaker,Electronics,Mouse,12609.31
P0465,Zara Sweater,Clothing,Winter,17921.2
P0466,puma shirt,Clothing,Sports,15957.52
P0467,Cello Fan,Home,Lighting,7704.51
P0468,packt science,Books,Science,39304.44
P0469,Milton Fan,Home,Kitchen,16644.99
P0470,Prestige Sofa,Home,Lighting,24399.87
P0471,Apple Tablet,Electronics,Mouse,7086.08
P0472,H&M Jacket,Clothing,Men,44616.05
P0473,HP Camera,Electronics,Laptop,27219.12
P0474,Ikea Curtain,Home,Lighting,44582.73
P0475,Packt History,Books,Education,19899.58
P0476,Dell Mouse,Electronics,Tablet,9039.34
P0477,H&M Sweater,Clothing,Winter,2116.95
P0478,Godrej Table,Home,Lighting,2236.14
P0479,Puma T-Shirt,Clothing,Winter,22786.71
P0480,Sony Laptop,Electronics,Phone,26116.51
P0481,McGraw Biography,Books,Education,8775.11
P0482,Cello Fan,Home,Furniture,18878.81
P0483,Levis T-Shirt,Clothing,Kids,17317.11
P0484,Godrej Lamp,Home,Appliances,22050.95
P0485,Zara Shirt,Clothing,Kids,9426.59
P0486,Oxford Mathematics,Books,Science,16578.22
P0487,LG Speaker,Electronics,Speaker,8146.19
P0488,Ikea Chair,Home,Furniture,29658.15
P0489,Zara Sweater,Clothing,Men,7428.57
P0490,Adidas Jacket,Clothing,Sports,30007.94
P0491,Apple Keyboard,Electronics,Keyboard,49639.51
P0492,Ikea Table,Home,Decor,39751.34
P0493,H&M T-Shirt,Clothing,Sports,36236.92
P0494,Oreilly Novel,Books,Education,19334.55
P0495,HP Laptop,Electronics,Camera,30315.0
P0496,Zara Shoes,Clothing,Sports,25216.13
P0497,LG Phone,Electronics,Tablet,27010.37
P0498,Boat Camera,Electronics,Monitor,34912.38
P0499,Prestige Table,Home,Decor,40250.59
P0500,Dell Camera,Electronics,Mouse,11702.39
